Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
5/11/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3,19,44,NA
14-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.7,22.7,76,NA
15-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.7,24.7,79,NA
16-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,19.7,80,NA
17-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,21.7,65,NA
18-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.7,24.3,54,NA
21-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,22.7,72,NA
22-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,25,58,NA
23-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,20.3,65,NA
24-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,18,43,NA
25-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,16.2,51,NA
28-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,20.7,59,NA
29-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,6.7,25,95,NA
30-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,5,20.8,57,NA
31-05-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,19.7,62,NA
6/1/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4,22.7,39,NA
6/4/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,19.3,47,NA
6/5/2007,West Bengal,Kolkata,J.D. Park,Residential and others,5,24.7,49,NA
6/6/2007,West Bengal,Kolkata,J.D. Park,Residential and others,6.5,30.5,86,NA
6/7/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,23.3,40,NA
6/8/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4,25,43,NA
6/11/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3,19.7,82,NA
13-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,20.5,55,NA
14-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,19,58,NA
18-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,19.3,35,NA
21-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,18,27,NA
22-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,20.7,32,NA
25-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,16.3,31,NA
26-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.7,16.3,52,NA
27-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,24.7,31,NA
28-06-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,24.7,48,NA
15-12-07,West Bengal,Kolkata,J.D. Park,Residential and others,31.7,39.3,281,598
6/6/2007,West Bengal,Kolkata,Kasba,Residential and others,12.7,11.7,43,172
6/8/2007,West Bengal,Kolkata,Kasba,Residential and others,9.8,NA,35,156
13-06-07,West Bengal,Kolkata,Kasba,Residential and others,6,9.5,37,110
15-06-07,West Bengal,Kolkata,Kasba,Residential and others,8.5,30.9,33,123
20-06-07,West Bengal,Kolkata,Kasba,Residential and others,7.6,29.7,38,145
22-06-07,West Bengal,Kolkata,Kasba,Residential and others,7.2,21.5,27,120
27-06-07,West Bengal,Kolkata,Kasba,Residential and others,8.4,50.4,26,118
29-06-07,West Bengal,Kolkata,Kasba,Residential and others,7.2,30.4,11,79
8/3/2007,West Bengal,Kolkata,Kasba,Residential and others,5.4,24.2,37,156
8/7/2007,West Bengal,Kolkata,Kasba,Residential and others,11.4,33.2,29,115
8/9/2007,West Bengal,Kolkata,Kasba,Residential and others,5.8,49.9,71,232
13-08-07,West Bengal,Kolkata,Kasba,Residential and others,3.3,51.2,82,334
17-08-07,West Bengal,Kolkata,Kasba,Residential and others,7.6,22.5,38,60
21-08-07,West Bengal,Kolkata,Kasba,Residential and others,NA,52.9,21,141
23-08-07,West Bengal,Kolkata,Kasba,Residential and others,NA,NA,25,164
28-08-07,West Bengal,Kolkata,Kasba,Residential and others,4.4,17,35,154
9/6/2007,West Bengal,Kolkata,Kasba,Residential and others,11.7,12.1,25,113
9/10/2007,West Bengal,Kolkata,Kasba,Residential and others,6,24.5,48,113
9/12/2007,West Bengal,Kolkata,Kasba,Residential and others,10.7,45,87,218
18-09-07,West Bengal,Kolkata,Kasba,Residential and others,7.3,21,37,150
20-09-07,West Bengal,Kolkata,Kasba,Residential and others,10.2,26.1,41,181
25-09-07,West Bengal,Kolkata,Kasba,Residential and others,10.8,46,25,77
27-09-07,West Bengal,Kolkata,Kasba,Residential and others,6,59.1,25,108
10/3/2007,West Bengal,Kolkata,Kasba,Residential and others,7.1,68.5,35,181
10/5/2007,West Bengal,Kolkata,Kasba,Residential and others,6,44.9,74,225
10/8/2007,West Bengal,Kolkata,Kasba,Residential and others,6,73.2,64,325
10/10/2007,West Bengal,Kolkata,Kasba,Residential and others,6,39.4,124,337
10/12/2007,West Bengal,Kolkata,Kasba,Residential and others,8.4,80.5,144,362
15-10-07,West Bengal,Kolkata,Kasba,Residential and others,23.7,32.7,34,83
23-10-07,West Bengal,Kolkata,Kasba,Residential and others,6,59.7,214,398
29-10-07,West Bengal,Kolkata,Kasba,Residential and others,6,34.9,111,270
11/1/2007,West Bengal,Kolkata,Kasba,Residential and others,11.9,29.8,84,141
11/5/2007,West Bengal,Kolkata,Kasba,Residential and others,6,64.3,156,309
11/7/2007,West Bengal,Kolkata,Kasba,Residential and others,6,46.2,282,512
13-11-07,West Bengal,Kolkata,Kasba,Residential and others,65.3,111.4,171,416
15-11-07,West Bengal,Kolkata,Kasba,Residential and others,20.1,30.1,29,73
19-11-07,West Bengal,Kolkata,Kasba,Residential and others,50.1,72.6,149,312
21-11-07,West Bengal,Kolkata,Kasba,Residential and others,37.9,79.3,262,614
26-11-07,West Bengal,Kolkata,Kasba,Residential and others,31.7,37.2,347,622
12/3/2007,West Bengal,Kolkata,Kasba,Residential and others,22.4,99.7,428,691
12/5/2007,West Bengal,Kolkata,Kasba,Residential and others,15.1,91.9,236,433
12/7/2007,West Bengal,Kolkata,Kasba,Residential and others,33.2,69.1,309,530
12/10/2007,West Bengal,Kolkata,Kasba,Residential and others,38,98.1,398,691
12/12/2007,West Bengal,Kolkata,Kasba,Residential and others,9.2,91.5,463,643
17-12-07,West Bengal,Kolkata,Kasba,Residential and others,37.4,90.3,229,465
19-12-07,West Bengal,Kolkata,Kasba,Residential and others,54.6,93.7,335,594
26-12-07,West Bengal,Kolkata,Kasba,Residential and others,30,66.6,342,489
5/4/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,9.1,75.6,69,307
5/8/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,55.9,65,386
5/10/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,46,61,286
15-05-07,West Bengal,Kolkata,Lal Bazar,Residential and others,8,24.9,58,209
17-05-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6,37.9,108,285
22-05-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6.4,32.1,78,276
24-05-07,West Bengal,Kolkata,Lal Bazar,Residential and others,9.2,27.6,51,254
26-05-07,West Bengal,Kolkata,Lal Bazar,Residential and others,7.7,21.5,47,240
6/5/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,9.2,9.2,60,226
6/7/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,8.2,12.1,88,294
6/12/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,16.2,101,235
15-06-07,West Bengal,Kolkata,Lal Bazar,Residential and others,8.1,45.8,44,204
19-06-07,West Bengal,Kolkata,Lal Bazar,Residential and others,8.2,42.5,58,164
21-06-07,West Bengal,Kolkata,Lal Bazar,Residential and others,8.2,28.9,65,184
26-06-07,West Bengal,Kolkata,Lal Bazar,Residential and others,8.1,53.2,39,142
28-06-07,West Bengal,Kolkata,Lal Bazar,Residential and others,26.9,24.6,20,130
8/2/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,NA,31.6,58,215
8/6/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,24.8,46,118
8/9/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,46.1,103,252
13-08-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6.6,56.4,43,138
16-08-07,West Bengal,Kolkata,Lal Bazar,Residential and others,8.2,26.2,75,103
20-08-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6,67.3,79,188
22-08-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6,18.6,46,195
27-08-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6.3,21.5,36,126
9/5/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,11.9,14,59,186
9/10/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,31.4,71,179
9/12/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,11.4,44.9,115,297
14-09-07,West Bengal,Kolkata,Lal Bazar,Residential and others,10,38.2,50,157
17-09-07,West Bengal,Kolkata,Lal Bazar,Residential and others,7.6,41.1,45,201
19-09-07,West Bengal,Kolkata,Lal Bazar,Residential and others,10,27,66,169
26-09-07,West Bengal,Kolkata,Lal Bazar,Residential and others,11.5,54.6,56,169
28-09-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6.1,NA,48,179
10/3/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,8,92.8,43,146
10/5/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,40.8,86,275
10/8/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,80.8,160,233
10/10/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,48.2,113,342
10/12/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6.2,66.8,149,380
15-10-07,West Bengal,Kolkata,Lal Bazar,Residential and others,21.8,51.6,60,148
23-10-07,West Bengal,Kolkata,Lal Bazar,Residential and others,7,61.3,184,383
29-10-07,West Bengal,Kolkata,Lal Bazar,Residential and others,6,33.2,100,225
11/1/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6.1,33.9,128,179
11/5/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6,85.1,175,372
11/7/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,6.9,82.8,272,551
13-11-07,West Bengal,Kolkata,Lal Bazar,Residential and others,41.7,93.9,168,343
15-11-07,West Bengal,Kolkata,Lal Bazar,Residential and others,18.2,54.3,32,93
19-11-07,West Bengal,Kolkata,Lal Bazar,Residential and others,32.1,74.4,146,319
21-11-07,West Bengal,Kolkata,Lal Bazar,Residential and others,38.1,73.6,241,363
26-11-07,West Bengal,Kolkata,Lal Bazar,Residential and others,34.7,65,203,455
12/3/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,27.7,100.3,236,613
12/5/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,21.9,81.1,202,400
12/7/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,36.5,94.5,276,446
12/10/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,43.7,106.9,292,602
12/12/2007,West Bengal,Kolkata,Lal Bazar,Residential and others,20.1,86,332,708
17-12-07,West Bengal,Kolkata,Lal Bazar,Residential and others,32.3,78.8,227,474
19-12-07,West Bengal,Kolkata,Lal Bazar,Residential and others,38.8,84.1,213,543
26-12-07,West Bengal,Kolkata,Lal Bazar,Residential and others,41.5,95.4,312,593
1/1/2007,West Bengal,Kolkata,Minto Park,Residential and others,8,87.5,87,197
1/5/2007,West Bengal,Kolkata,Minto Park,Residential and others,9.2,99.2,172,306
1/7/2007,West Bengal,Kolkata,Minto Park,Residential and others,8.6,79,170,342
1/11/2007,West Bengal,Kolkata,Minto Park,Residential and others,10.5,109.4,237,429
15-01-07,West Bengal,Kolkata,Minto Park,Residential and others,10.8,31.7,192,NA
16-01-07,West Bengal,Kolkata,Minto Park,Residential and others,9.1,105.2,187,377
19-01-07,West Bengal,Kolkata,Minto Park,Residential and others,8.7,123,208,386
21-01-07,West Bengal,Kolkata,Minto Park,Residential and others,10.4,115.2,140,285
24-01-07,West Bengal,Kolkata,Minto Park,Residential and others,11.3,92.6,231,417
30-01-07,West Bengal,Kolkata,Minto Park,Residential and others,5.3,87,156,320
2/2/2007,West Bengal,Kolkata,Minto Park,Residential and others,7.5,96.4,92,199
2/4/2007,West Bengal,Kolkata,Minto Park,Residential and others,6.8,64.5,57,131
2/8/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.7,58.6,48,137
13-02-07,West Bengal,Kolkata,Minto Park,Residential and others,6,79.6,56,124
17-02-07,West Bengal,Kolkata,Minto Park,Residential and others,6.7,83.4,91,187
20-02-07,West Bengal,Kolkata,Minto Park,Residential and others,4.8,79.8,148,283
23-02-07,West Bengal,Kolkata,Minto Park,Residential and others,5.8,73.2,131,278
27-02-07,West Bengal,Kolkata,Minto Park,Residential and others,6.7,106,114,259
3/2/2007,West Bengal,Kolkata,Minto Park,Residential and others,7,77.7,54,120
3/7/2007,West Bengal,Kolkata,Minto Park,Residential and others,7.4,83,99,210
3/10/2007,West Bengal,Kolkata,Minto Park,Residential and others,6.3,79.3,74,156
13-03-07,West Bengal,Kolkata,Minto Park,Residential and others,6.1,68.8,106,229
15-03-07,West Bengal,Kolkata,Minto Park,Residential and others,6.1,64.6,47,113
18-03-07,West Bengal,Kolkata,Minto Park,Residential and others,4.1,54.9,73,163
22-03-07,West Bengal,Kolkata,Minto Park,Residential and others,5.2,66.7,48,135
26-03-07,West Bengal,Kolkata,Minto Park,Residential and others,6.6,75.5,73,168
30-03-07,West Bengal,Kolkata,Minto Park,Residential and others,5.2,71.4,62,152
4/4/2007,West Bengal,Kolkata,Minto Park,Residential and others,6.1,61.9,44,108
4/7/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.1,56.2,30,82
4/9/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.3,53,52,128
13-04-07,West Bengal,Kolkata,Minto Park,Residential and others,4.9,57.5,31,85
15-04-07,West Bengal,Kolkata,Minto Park,Residential and others,5.1,59.1,30,103
19-04-07,West Bengal,Kolkata,Minto Park,Residential and others,4.2,56.2,27,82
22-04-07,West Bengal,Kolkata,Minto Park,Residential and others,5.4,42.9,38,99
25-04-07,West Bengal,Kolkata,Minto Park,Residential and others,5.4,38.1,39,106
30-04-07,West Bengal,Kolkata,Minto Park,Residential and others,5.5,52.2,32,89
5/4/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.6,58.9,49,131
5/6/2007,West Bengal,Kolkata,Minto Park,Residential and others,6.1,58.1,34,85
5/8/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.3,63,42,121
15-05-07,West Bengal,Kolkata,Minto Park,Residential and others,5,66.9,48,121
17-05-07,West Bengal,Kolkata,Minto Park,Residential and others,4.5,68.5,48,132
23-05-07,West Bengal,Kolkata,Minto Park,Residential and others,5.5,88,44,134
25-05-07,West Bengal,Kolkata,Minto Park,Residential and others,4.9,52.7,34,82
29-05-07,West Bengal,Kolkata,Minto Park,Residential and others,5.2,64.5,37,107
6/1/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.2,76.1,35,108
6/3/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.2,45.3,25,77
6/8/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.1,75.3,29,83
6/12/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.5,54,39,108
16-06-07,West Bengal,Kolkata,Minto Park,Residential and others,4.7,48.2,27,70
18-06-07,West Bengal,Kolkata,Minto Park,Residential and others,4.2,59.2,31,90
20-06-07,West Bengal,Kolkata,Minto Park,Residential and others,4.9,51.9,30,86
24-06-07,West Bengal,Kolkata,Minto Park,Residential and others,4.2,39,21,60
28-06-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,36,19,69
7/2/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.4,37.2,32,80
7/5/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.5,47.5,17,55
7/10/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.3,58.8,59,140
13-07-07,West Bengal,Kolkata,Minto Park,Residential and others,4.4,41,33,88
16-07-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,47.6,26,76
19-07-07,West Bengal,Kolkata,Minto Park,Residential and others,4.1,49.7,41,112
22-07-07,West Bengal,Kolkata,Minto Park,Residential and others,4.9,62.2,39,135
25-07-07,West Bengal,Kolkata,Minto Park,Residential and others,5.4,60.5,27,86
31-07-07,West Bengal,Kolkata,Minto Park,Residential and others,4.6,60,23,69
8/4/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.2,56.8,26,69
8/8/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.5,45.2,23,80
8/10/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.8,53.4,38,91
8/12/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.8,46.5,49,134
17-08-07,West Bengal,Kolkata,Minto Park,Residential and others,4.5,50.4,31,84
21-08-07,West Bengal,Kolkata,Minto Park,Residential and others,5.8,56.6,39,115
23-08-07,West Bengal,Kolkata,Minto Park,Residential and others,4.9,58.3,24,69
27-08-07,West Bengal,Kolkata,Minto Park,Residential and others,5.3,50,24,69
29-08-07,West Bengal,Kolkata,Minto Park,Residential and others,4.9,41.2,23,65
9/2/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.5,49.8,14,46
9/6/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.3,68.9,26,86
9/10/2007,West Bengal,Kolkata,Minto Park,Residential and others,5,48.3,31,79
14-09-07,West Bengal,Kolkata,Minto Park,Residential and others,5,61.8,38,100
19-09-07,West Bengal,Kolkata,Minto Park,Residential and others,4.7,61.6,30,85
22-09-07,West Bengal,Kolkata,Minto Park,Residential and others,4.2,46.6,14,52
25-09-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,49,16,46
27-09-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,52.4,31,87
10/2/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.5,47.5,43,105
10/5/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.5,43.9,62,140
10/10/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.7,55.8,56,133
10/12/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.9,65.7,80,165
14-10-07,West Bengal,Kolkata,Minto Park,Residential and others,4.6,42.9,20,52
20-10-07,West Bengal,Kolkata,Minto Park,Residential and others,5,60.1,57,156
22-10-07,West Bengal,Kolkata,Minto Park,Residential and others,4.6,67.1,79,159
25-10-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,54,47,123
30-10-07,West Bengal,Kolkata,Minto Park,Residential and others,4.6,63.1,54,128
11/1/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.3,54.7,60,150
11/7/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.3,52.5,60,153
11/10/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.5,61.9,107,239
11/12/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.8,43.6,80,177
16-11-07,West Bengal,Kolkata,Minto Park,Residential and others,4.2,66.1,60,129
18-11-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,52.1,78,163
20-11-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,72.3,86,176
26-11-07,West Bengal,Kolkata,Minto Park,Residential and others,5.8,81.4,78,194
28-11-07,West Bengal,Kolkata,Minto Park,Residential and others,4.1,76.4,158,296
12/3/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.4,85.4,124,263
12/6/2007,West Bengal,Kolkata,Minto Park,Residential and others,4.3,95.3,84,196
12/12/2007,West Bengal,Kolkata,Minto Park,Residential and others,5.2,95.6,154,272
15-12-07,West Bengal,Kolkata,Minto Park,Residential and others,5,95.9,145,301
17-12-07,West Bengal,Kolkata,Minto Park,Residential and others,5.2,89.7,168,310
20-12-07,West Bengal,Kolkata,Minto Park,Residential and others,4.3,83.3,153,290
23-12-07,West Bengal,Kolkata,Minto Park,Residential and others,4.5,89.1,173,327
28-12-07,West Bengal,Kolkata,Minto Park,Residential and others,5.2,113.6,221,429
1/3/2007,West Bengal,Kolkata,Moulali,Residential and others,9.4,117.3,197,408
1/8/2007,West Bengal,Kolkata,Moulali,Residential and others,11.3,114.6,262,478
13-01-07,West Bengal,Kolkata,Moulali,Residential and others,11.4,120.4,294,518
17-01-07,West Bengal,Kolkata,Moulali,Residential and others,12.8,134,291,496
20-01-07,West Bengal,Kolkata,Moulali,Residential and others,15.9,144.1,271,494
23-01-07,West Bengal,Kolkata,Moulali,Residential and others,13.5,139.7,283,476
25-01-07,West Bengal,Kolkata,Moulali,Residential and others,15.3,149.1,282,487
28-01-07,West Bengal,Kolkata,Moulali,Residential and others,12.6,138.7,293,464
31-01-07,West Bengal,Kolkata,Moulali,Residential and others,9.3,104.8,228,382
2/7/2007,West Bengal,Kolkata,Moulali,Residential and others,5.1,77.9,57,200
2/10/2007,West Bengal,Kolkata,Moulali,Residential and others,4.8,86.8,121,241
14-02-07,West Bengal,Kolkata,Moulali,Residential and others,5.9,92.6,154,288
16-02-07,West Bengal,Kolkata,Moulali,Residential and others,10,113.7,141,282
19-02-07,West Bengal,Kolkata,Moulali,Residential and others,6.8,95.6,175,334
22-02-07,West Bengal,Kolkata,Moulali,Residential and others,8.5,122.2,242,406
25-02-07,West Bengal,Kolkata,Moulali,Residential and others,6.3,108.8,107,195
28-02-07,West Bengal,Kolkata,Moulali,Residential and others,6.6,104.8,113,241
3/5/2007,West Bengal,Kolkata,Moulali,Residential and others,7.3,116.9,149,312
3/8/2007,West Bengal,Kolkata,Moulali,Residential and others,5.9,100.3,146,253
3/11/2007,West Bengal,Kolkata,Moulali,Residential and others,6.3,68.7,114,245
16-03-07,West Bengal,Kolkata,Moulali,Residential and others,5.2,53,76,160
21-03-07,West Bengal,Kolkata,Moulali,Residential and others,7,106.3,100,198
23-03-07,West Bengal,Kolkata,Moulali,Residential and others,6.5,87.8,109,233
26-03-07,West Bengal,Kolkata,Moulali,Residential and others,5.5,84.3,124,238
28-03-07,West Bengal,Kolkata,Moulali,Residential and others,5.4,72.3,125,235
4/2/2007,West Bengal,Kolkata,Moulali,Residential and others,5.5,74.1,67,169
4/6/2007,West Bengal,Kolkata,Moulali,Residential and others,4.6,54.5,66,141
4/10/2007,West Bengal,Kolkata,Moulali,Residential and others,6.2,93.7,68,183
4/12/2007,West Bengal,Kolkata,Moulali,Residential and others,4.9,51.5,37,101
17-04-07,West Bengal,Kolkata,Moulali,Residential and others,4.9,45.3,48,107
21-04-07,West Bengal,Kolkata,Moulali,Residential and others,5.1,50.2,47,108
25-04-07,West Bengal,Kolkata,Moulali,Residential and others,6.1,60.1,37,102
27-04-07,West Bengal,Kolkata,Moulali,Residential and others,5.1,44.3,33,96
29-04-07,West Bengal,Kolkata,Moulali,Residential and others,4.7,38.9,24,63
5/2/2007,West Bengal,Kolkata,Moulali,Residential and others,6.2,57,59,154
5/8/2007,West Bengal,Kolkata,Moulali,Residential and others,6.1,65.7,35,101
5/10/2007,West Bengal,Kolkata,Moulali,Residential and others,4.8,61.6,43,107
14-05-07,West Bengal,Kolkata,Moulali,Residential and others,5.2,58.9,43,111
16-05-07,West Bengal,Kolkata,Moulali,Residential and others,5.3,61.4,41,127
20-05-07,West Bengal,Kolkata,Moulali,Residential and others,4.8,64.7,40,109
26-05-07,West Bengal,Kolkata,Moulali,Residential and others,4.2,59.8,47,122
28-05-07,West Bengal,Kolkata,Moulali,Residential and others,4.5,45.5,47,126
31-05-07,West Bengal,Kolkata,Moulali,Residential and others,4.8,45.1,59,138
6/5/2007,West Bengal,Kolkata,Moulali,Residential and others,4.5,45.9,34,84
6/8/2007,West Bengal,Kolkata,Moulali,Residential and others,5.2,55.3,40,108
6/11/2007,West Bengal,Kolkata,Moulali,Residential and others,4.2,61.6,38,102
13-06-07,West Bengal,Kolkata,Moulali,Residential and others,4.5,59.2,27,79
21-06-07,West Bengal,Kolkata,Moulali,Residential and others,7.3,50.3,22,86
23-06-07,West Bengal,Kolkata,Moulali,Residential and others,4.6,36.1,24,75
25-06-07,West Bengal,Kolkata,Moulali,Residential and others,4.2,47.1,43,123
27-06-07,West Bengal,Kolkata,Moulali,Residential and others,5.4,50.1,21,68
7/1/2007,West Bengal,Kolkata,Moulali,Residential and others,5,44.4,15,58
7/4/2007,West Bengal,Kolkata,Moulali,Residential and others,5,46.1,33,83
7/9/2007,West Bengal,Kolkata,Moulali,Residential and others,5.2,56.6,55,126
14-07-07,West Bengal,Kolkata,Moulali,Residential and others,5.8,55.6,40,111
17-07-07,West Bengal,Kolkata,Moulali,Residential and others,5.2,49.2,26,72
20-07-07,West Bengal,Kolkata,Moulali,Residential and others,4.5,55.6,24,70
22-07-07,West Bengal,Kolkata,Moulali,Residential and others,5.5,59.4,47,142
26-07-07,West Bengal,Kolkata,Moulali,Residential and others,6.2,61,29,90
29-07-07,West Bengal,Kolkata,Moulali,Residential and others,5.6,62.8,37,106
8/2/2007,West Bengal,Kolkata,Moulali,Residential and others,5.7,64.1,49,124
8/7/2007,West Bengal,Kolkata,Moulali,Residential and others,4.7,44.4,25,72
8/10/2007,West Bengal,Kolkata,Moulali,Residential and others,6.1,54,63,158
15-08-07,West Bengal,Kolkata,Moulali,Residential and others,4.7,50.1,32,95
18-08-07,West Bengal,Kolkata,Moulali,Residential and others,5,45.4,32,101
20-08-07,West Bengal,Kolkata,Moulali,Residential and others,5.4,54.7,39,92
24-08-07,West Bengal,Kolkata,Moulali,Residential and others,5.5,59.5,39,108
26-08-07,West Bengal,Kolkata,Moulali,Residential and others,4.3,39.9,42,113
30-08-07,West Bengal,Kolkata,Moulali,Residential and others,4.8,46.4,30,93
9/3/2007,West Bengal,Kolkata,Moulali,Residential and others,6.2,52.6,34,97
9/7/2007,West Bengal,Kolkata,Moulali,Residential and others,5.8,65.4,49,118
9/11/2007,West Bengal,Kolkata,Moulali,Residential and others,6.1,67,68,152
13-09-07,West Bengal,Kolkata,Moulali,Residential and others,6.4,76.3,66,135
16-09-07,West Bengal,Kolkata,Moulali,Residential and others,6.8,72.3,65,146
19-09-07,West Bengal,Kolkata,Moulali,Residential and others,4.9,58.9,53,121
26-09-07,West Bengal,Kolkata,Moulali,Residential and others,5.3,72.9,45,125
29-09-07,West Bengal,Kolkata,Moulali,Residential and others,6.2,60.2,57,139
10/1/2007,West Bengal,Kolkata,Moulali,Residential and others,5.2,66.3,53,138
10/4/2007,West Bengal,Kolkata,Moulali,Residential and others,4.9,67.4,53,139
10/7/2007,West Bengal,Kolkata,Moulali,Residential and others,5,68.5,74,164
13-10-07,West Bengal,Kolkata,Moulali,Residential and others,5,71.9,68,165
15-10-07,West Bengal,Kolkata,Moulali,Residential and others,4.7,77.1,58,129
17-10-07,West Bengal,Kolkata,Moulali,Residential and others,6.6,73.4,70,159
23-10-07,West Bengal,Kolkata,Moulali,Residential and others,6.5,72.5,138,243
26-10-07,West Bengal,Kolkata,Moulali,Residential and others,6.4,82.4,161,272
28-10-07,West Bengal,Kolkata,Moulali,Residential and others,9.4,75.2,60,152
11/2/2007,West Bengal,Kolkata,Moulali,Residential and others,5.7,77.1,94,211
11/5/2007,West Bengal,Kolkata,Moulali,Residential and others,6.1,69.3,124,219
11/7/2007,West Bengal,Kolkata,Moulali,Residential and others,7.5,78.8,148,284
13-11-07,West Bengal,Kolkata,Moulali,Residential and others,5.9,91.6,81,176
15-11-07,West Bengal,Kolkata,Moulali,Residential and others,4.6,74.4,48,120
22-11-07,West Bengal,Kolkata,Moulali,Residential and others,5.5,81.9,138,276
